table_name,column_name,field_class,derivation_rule,source_reference
mastr_einheiten_kernkraft,plant_block_name,source_provided,typed cast + English business rename,mastr contract / business-name mapping
mastr_einheiten_kernkraft,plant_name,source_provided,typed cast + English business rename,mastr contract / business-name mapping
mastr_einheiten_kernkraft,postcode,source_provided,typed cast + English business rename,mastr contract / business-name mapping
mastr_einheiten_kernkraft,previous_operator_id,source_provided,typed cast + English business rename,mastr contract / business-name mapping
mastr_einheiten_kernkraft,registration_date,source_provided,typed cast + English business rename,mastr contract / business-name mapping
mastr_einheiten_kernkraft,remote_control_by_grid_operator,source_provided,typed cast + English business rename,mastr contract / business-name mapping
mastr_einheiten_kernkraft,remote_control_by_grid_operator_code,derived,"source code, verbatim",coded-value decode triple
mastr_einheiten_kernkraft,remote_control_by_grid_operator_label_de,derived,German label from the decode reference,coded-value decode triple
mastr_einheiten_kernkraft,source_record_id,derived,natural key or deterministic composite,silver governance
mastr_einheiten_kernkraft,source_system,derived,constant per source,silver governance
mastr_einheiten_kernkraft,system_status,source_provided,typed cast + English business rename,mastr contract / business-name mapping
mastr_einheiten_kernkraft,system_status_code,derived,"source code, verbatim",coded-value decode triple
mastr_einheiten_kernkraft,system_status_label_de,derived,German label from the decode reference,coded-value decode triple
mastr_einheiten_kernkraft,unit_id,source_provided,typed cast + English business rename,mastr contract / business-name mapping
mastr_einheiten_kernkraft,unit_name,source_provided,typed cast + English business rename,mastr contract / business-name mapping
mastr_einheiten_verbrennung,Adresszusatz,source_provided,typed cast,mastr contract / business-name mapping
mastr_einheiten_verbrennung,AnlageIstImKombibetrieb,source_provided,typed cast,mastr contract / business-name mapping
mastr_einheiten_verbrennung,AnschlussAnHoechstOderHochSpannung,source_provided,typed cast,mastr contract / business-name mapping
mastr_einheiten_verbrennung,AusschliesslicheVerwendungImKombibetrieb,source_provided,typed cast,mastr contract / business-name mapping
mastr_einheiten_verbrennung,BestandteilGrenzkraftwerk,source_provided,typed cast,mastr contract / business-name mapping
mastr_einheiten_verbrennung,DatumBaubeginn,source_provided,typed cast,mastr contract / business-name mapping
mastr_einheiten_verbrennung,DatumDesBetreiberwechsels,source_provided,typed cast,mastr contract / business-name mapping
mastr_einheiten_verbrennung,DatumKapazitaetsreserve,source_provided,typed cast,mastr contract / business-name mapping
mastr_einheiten_verbrennung,DatumNetzreserve,source_provided,typed cast,mastr contract / business-name mapping
mastr_einheiten_verbrennung,DatumRegistrierungDesBetreiberwechsels,source_provided,typed cast,mastr contract / business-name mapping
mastr_einheiten_verbrennung,Einsatzort,source_provided,typed cast,mastr contract / business-name mapping
mastr_einheiten_verbrennung,Einsatzort_code,derived,"source code, verbatim",coded-value decode triple
mastr_einheiten_verbrennung,Einsatzort_label_de,derived,German label from the decode reference,coded-value decode triple
mastr_einheiten_verbrennung,Einsatzverantwortlicher,source_provided,typed cast,mastr contract / business-name mapping
mastr_einheiten_verbrennung,FlurFlurstuecknummern,source_provided,typed cast,mastr contract / business-name mapping
mastr_einheiten_verbrennung,Gemarkung,source_provided,typed cast,mastr contract / business-name mapping
mastr_einheiten_verbrennung,Hausnummer,source_provided,typed cast,mastr contract / business-name mapping
mastr_einheiten_verbrennung,HausnummerNichtGefunden,source_provided,typed cast,mastr contract / business-name mapping
mastr_einheiten_verbrennung,Hausnummer_nv,source_provided,typed cast,mastr contract / business-name mapping
mastr_einheiten_verbrennung,KapazitaetsreserveZugeordnet,source_provided,typed cast,mastr contract / business-name mapping
mastr_einheiten_verbrennung,Kraftwerksnummer,source_provided,typed cast,mastr contract / business-name mapping
mastr_einheiten_verbrennung,Kraftwerksnummer_nv,source_provided,typed cast,mastr contract / business-name mapping
mastr_einheiten_verbrennung,MastrNummernKombibetrieb,source_provided,typed cast,mastr contract / business-name mapping
mastr_einheiten_verbrennung,NetzbetreiberpruefungDatum,source_provided,typed cast,mastr contract / business-name mapping
mastr_einheiten_verbrennung,NetzbetreiberpruefungStatus,source_provided,typed cast,mastr contract / business-name mapping
mastr_einheiten_verbrennung,NetzreserveZugeordnet,source_provided,typed cast,mastr contract / business-name mapping
mastr_einheiten_verbrennung,Notstromaggregat,source_provided,typed cast,mastr contract / business-name mapping
mastr_einheiten_verbrennung,SicherheitsbereitschaftAbDatum,source_provided,typed cast,mastr contract / business-name mapping
mastr_einheiten_verbrennung,SteigerungNettonennleistungKombibetrieb,source_provided,typed cast,mastr contract / business-name mapping
mastr_einheiten_verbrennung,Strasse,source_provided,typed cast,mastr contract / business-name mapping
mastr_einheiten_verbrennung,StrasseNichtGefunden,source_provided,typed cast,mastr contract / business-name mapping
mastr_einheiten_verbrennung,Weic,source_provided,typed cast,mastr contract / business-name mapping
mastr_einheiten_verbrennung,WeicDisplayName,source_provided,typed cast,mastr contract / business-name mapping
mastr_einheiten_verbrennung,Weic_nv,source_provided,typed cast,mastr contract / business-name mapping
mastr_einheiten_verbrennung,WeitereBrennstoffe,source_provided,typed cast,mastr contract / business-name mapping
mastr_einheiten_verbrennung,_silver_loaded_at,derived,current_timestamp() at write,silver governance
mastr_einheiten_verbrennung,_silver_run_id,derived,the Silver run id,silver governance
mastr_einheiten_verbrennung,additional_main_fuel,source_provided,typed cast + English business rename,mastr contract / business-name mapping
mastr_einheiten_verbrennung,additional_main_fuel_code,derived,"source code, verbatim",coded-value decode triple
mastr_einheiten_verbrennung,additional_main_fuel_label_de,derived,German label from the decode reference,coded-value decode triple
mastr_einheiten_verbrennung,ags_code,derived,curated / prefix attribution to the Bundesland AGS,"geography attribution, Bundesland level"
mastr_einheiten_verbrennung,ags_level,derived,geography level achieved (bundesland),geography attribution limit
mastr_einheiten_verbrennung,ags_method,derived,attribution method (city_lookup / ags_prefix / bundesland_code),geography attribution
mastr_einheiten_verbrennung,authorisation_id,source_provided,typed cast + English business rename,mastr contract / business-name mapping
mastr_einheiten_verbrennung,capacity_gross_kw,source_provided,typed cast + English business rename,mastr contract / business-name mapping
mastr_einheiten_verbrennung,capacity_net_germany_kw,source_provided,typed cast + English business rename,mastr contract / business-name mapping
mastr_einheiten_verbrennung,capacity_net_kw,source_provided,typed cast + English business rename,mastr contract / business-name mapping
mastr_einheiten_verbrennung,commissioning_date,source_provided,typed cast + English business rename,mastr contract / business-name mapping
mastr_einheiten_verbrennung,commissioning_date_current_site,source_provided,typed cast + English business rename,mastr contract / business-name mapping
mastr_einheiten_verbrennung,country,source_provided,typed cast + English business rename,mastr contract / business-name mapping
mastr_einheiten_verbrennung,district,source_provided,typed cast + English business rename,mastr contract / business-name mapping
mastr_einheiten_verbrennung,ecosystem,derived,source_ecosystem_map.yml at the Silver boundary,provenance standard
mastr_einheiten_verbrennung,energy_carrier,source_provided,typed cast + English business rename,mastr contract / business-name mapping
mastr_einheiten_verbrennung,federal_state,source_provided,typed cast + English business rename,mastr contract / business-name mapping
mastr_einheiten_verbrennung,federal_state_code,derived,"source code, verbatim",coded-value decode triple
mastr_einheiten_verbrennung,federal_state_label_de,derived,German label from the decode reference,coded-value decode triple
mastr_einheiten_verbrennung,feed_in_type,source_provided,typed cast + English business rename,mastr contract / business-name mapping
mastr_einheiten_verbrennung,feed_in_type_code,derived,"source code, verbatim",coded-value decode triple
mastr_einheiten_verbrennung,feed_in_type_label_de,derived,German label from the decode reference,coded-value decode triple
mastr_einheiten_verbrennung,final_decommissioning_date,source_provided,typed cast + English business rename,mastr contract / business-name mapping
mastr_einheiten_verbrennung,generation_technology,source_provided,typed cast + English business rename,mastr contract / business-name mapping
mastr_einheiten_verbrennung,generation_technology_code,derived,"source code, verbatim",coded-value decode triple
mastr_einheiten_verbrennung,generation_technology_label_de,derived,German label from the decode reference,coded-value decode triple
mastr_einheiten_verbrennung,kwk_support_id,source_provided,typed cast + English business rename,mastr contract / business-name mapping
mastr_einheiten_verbrennung,last_updated_at,source_provided,typed cast + English business rename,mastr contract / business-name mapping
mastr_einheiten_verbrennung,latitude,source_provided,typed cast + English business rename,mastr contract / business-name mapping
mastr_einheiten_verbrennung,locality,source_provided,typed cast + English business rename,mastr contract / business-name mapping
mastr_einheiten_verbrennung,location_id,source_provided,typed cast + English business rename,mastr contract / business-name mapping
mastr_einheiten_verbrennung,longitude,source_provided,typed cast + English business rename,mastr contract / business-name mapping
mastr_einheiten_verbrennung,main_fuel,source_provided,typed cast + English business rename,mastr contract / business-name mapping
mastr_einheiten_verbrennung,main_fuel_code,derived,"source code, verbatim",coded-value decode triple
mastr_einheiten_verbrennung,main_fuel_label_de,derived,German label from the decode reference,coded-value decode triple
mastr_einheiten_verbrennung,migration_absence_flag,source_provided,typed cast + English business rename,mastr contract / business-name mapping
mastr_einheiten_verbrennung,municipality,source_provided,typed cast + English business rename,mastr contract / business-name mapping
mastr_einheiten_verbrennung,municipality_key_ags,source_provided,typed cast + English business rename,mastr contract / business-name mapping
mastr_einheiten_verbrennung,operating_status,source_provided,typed cast + English business rename,mastr contract / business-name mapping
mastr_einheiten_verbrennung,operating_status_code,derived,"source code, verbatim",coded-value decode triple
mastr_einheiten_verbrennung,operating_status_label_de,derived,German label from the decode reference,coded-value decode triple
mastr_einheiten_verbrennung,operator_id,source_provided,typed cast + English business rename,mastr contract / business-name mapping
mastr_einheiten_verbrennung,planned_commissioning_date,source_provided,typed cast + English business rename,mastr contract / business-name mapping
mastr_einheiten_verbrennung,plant_block_name,source_provided,typed cast + English business rename,mastr contract / business-name mapping
mastr_einheiten_verbrennung,plant_name,source_provided,typed cast + English business rename,mastr contract / business-name mapping
mastr_einheiten_verbrennung,postcode,source_provided,typed cast + English business rename,mastr contract / business-name mapping
mastr_einheiten_verbrennung,previous_operator_id,source_provided,typed cast + English business rename,mastr contract / business-name mapping
mastr_einheiten_verbrennung,provisional_shutdown_start_date,source_provided,typed cast + English business rename,mastr contract / business-name mapping
mastr_einheiten_verbrennung,recommissioning_date,source_provided,typed cast + English business rename,mastr contract / business-name mapping
mastr_einheiten_verbrennung,registration_date,source_provided,typed cast + English business rename,mastr contract / business-name mapping
mastr_einheiten_verbrennung,remote_control_by_direct_marketer,source_provided,typed cast + English business rename,mastr contract / business-name mapping
mastr_einheiten_verbrennung,remote_control_by_direct_marketer_code,derived,"source code, verbatim",coded-value decode triple
mastr_einheiten_verbrennung,remote_control_by_direct_marketer_label_de,derived,German label from the decode reference,coded-value decode triple
mastr_einheiten_verbrennung,remote_control_by_grid_operator,source_provided,typed cast + English business rename,mastr contract / business-name mapping
mastr_einheiten_verbrennung,remote_control_by_grid_operator_code,derived,"source code, verbatim",coded-value decode triple
mastr_einheiten_verbrennung,remote_control_by_grid_operator_label_de,derived,German label from the decode reference,coded-value decode triple
mastr_einheiten_verbrennung,source_record_id,derived,natural key or deterministic composite,silver governance
mastr_einheiten_verbrennung,source_system,derived,constant per source,silver governance
mastr_einheiten_verbrennung,system_status,source_provided,typed cast + English business rename,mastr contract / business-name mapping
mastr_einheiten_verbrennung,system_status_code,derived,"source code, verbatim",coded-value decode triple
mastr_einheiten_verbrennung,system_status_label_de,derived,German label from the decode reference,coded-value decode triple
mastr_einheiten_verbrennung,unit_id,source_provided,typed cast + English business rename,mastr contract / business-name mapping
mastr_einheiten_verbrennung,unit_name,source_provided,typed cast + English business rename,mastr contract / business-name mapping
mastr_einheiten_wasser,Adresszusatz,source_provided,typed cast,mastr contract / business-name mapping
mastr_einheiten_wasser,AnschlussAnHoechstOderHochSpannung,source_provided,typed cast,mastr contract / business-name mapping
mastr_einheiten_wasser,BestandteilGrenzkraftwerk,source_provided,typed cast,mastr contract / business-name mapping
mastr_einheiten_wasser,DatumDesBetreiberwechsels,source_provided,typed cast,mastr contract / business-name mapping
mastr_einheiten_wasser,DatumRegistrierungDesBetreiberwechsels,source_provided,typed cast,mastr contract / business-name mapping
mastr_einheiten_wasser,Einsatzverantwortlicher,source_provided,typed cast,mastr contract / business-name mapping
mastr_einheiten_wasser,FlurFlurstuecknummern,source_provided,typed cast,mastr contract / business-name mapping
mastr_einheiten_wasser,Gemarkung,source_provided,typed cast,mastr contract / business-name mapping
mastr_einheiten_wasser,Hausnummer,source_provided,typed cast,mastr contract / business-name mapping
mastr_einheiten_wasser,HausnummerNichtGefunden,source_provided,typed cast,mastr contract / business-name mapping
mastr_einheiten_wasser,Hausnummer_nv,source_provided,typed cast,mastr contract / business-name mapping
mastr_einheiten_wasser,KapazitaetsreserveZugeordnet,source_provided,typed cast,mastr contract / business-name mapping
mastr_einheiten_wasser,Kraftwerksnummer,source_provided,typed cast,mastr contract / business-name mapping
mastr_einheiten_wasser,Kraftwerksnummer_nv,source_provided,typed cast,mastr contract / business-name mapping
mastr_einheiten_wasser,MinderungStromerzeugung,source_provided,typed cast,mastr contract / business-name mapping
mastr_einheiten_wasser,NetzbetreiberpruefungDatum,source_provided,typed cast,mastr contract / business-name mapping
mastr_einheiten_wasser,NetzbetreiberpruefungStatus,source_provided,typed cast,mastr contract / business-name mapping
mastr_einheiten_wasser,NetzreserveZugeordnet,source_provided,typed cast,mastr contract / business-name mapping
mastr_einheiten_wasser,Strasse,source_provided,typed cast,mastr contract / business-name mapping
mastr_einheiten_wasser,StrasseNichtGefunden,source_provided,typed cast,mastr contract / business-name mapping
mastr_einheiten_wasser,Weic,source_provided,typed cast,mastr contract / business-name mapping
mastr_einheiten_wasser,WeicDisplayName,source_provided,typed cast,mastr contract / business-name mapping
mastr_einheiten_wasser,Weic_nv,source_provided,typed cast,mastr contract / business-name mapping
mastr_einheiten_wasser,_silver_loaded_at,derived,current_timestamp() at write,silver governance
mastr_einheiten_wasser,_silver_run_id,derived,the Silver run id,silver governance
mastr_einheiten_wasser,ags_code,derived,curated / prefix attribution to the Bundesland AGS,"geography attribution, Bundesland level"
mastr_einheiten_wasser,ags_level,derived,geography level achieved (bundesland),geography attribution limit
mastr_einheiten_wasser,ags_method,derived,attribution method (city_lookup / ags_prefix / bundesland_code),geography attribution
mastr_einheiten_wasser,authorisation_id,source_provided,typed cast + English business rename,mastr contract / business-name mapping
mastr_einheiten_wasser,capacity_gross_kw,source_provided,typed cast + English business rename,mastr contract / business-name mapping
mastr_einheiten_wasser,capacity_net_germany_kw,source_provided,typed cast + English business rename,mastr contract / business-name mapping
mastr_einheiten_wasser,capacity_net_kw,source_provided,typed cast + English business rename,mastr contract / business-name mapping
mastr_einheiten_wasser,commissioning_date,source_provided,typed cast + English business rename,mastr contract / business-name mapping
mastr_einheiten_wasser,commissioning_date_current_site,source_provided,typed cast + English business rename,mastr contract / business-name mapping
mastr_einheiten_wasser,country,source_provided,typed cast + English business rename,mastr contract / business-name mapping
mastr_einheiten_wasser,district,source_provided,typed cast + English business rename,mastr contract / business-name mapping
mastr_einheiten_wasser,ecosystem,derived,source_ecosystem_map.yml at the Silver boundary,provenance standard
mastr_einheiten_wasser,eeg_support_id,source_provided,typed cast + English business rename,mastr contract / business-name mapping
mastr_einheiten_wasser,energy_carrier,source_provided,typed cast + English business rename,mastr contract / business-name mapping
mastr_einheiten_wasser,federal_state,source_provided,typed cast + English business rename,mastr contract / business-name mapping
mastr_einheiten_wasser,federal_state_code,derived,"source code, verbatim",coded-value decode triple
mastr_einheiten_wasser,federal_state_label_de,derived,German label from the decode reference,coded-value decode triple
mastr_einheiten_wasser,feed_in_type,source_provided,typed cast + English business rename,mastr contract / business-name mapping
mastr_einheiten_wasser,feed_in_type_code,derived,"source code, verbatim",coded-value decode triple
mastr_einheiten_wasser,feed_in_type_label_de,derived,German label from the decode reference,coded-value decode triple
mastr_einheiten_wasser,final_decommissioning_date,source_provided,typed cast + English business rename,mastr contract / business-name mapping
mastr_einheiten_wasser,hydro_inflow_type,source_provided,typed cast + English business rename,mastr contract / business-name mapping
mastr_einheiten_wasser,hydro_plant_type,source_provided,typed cast + English business rename,mastr contract / business-name mapping
mastr_einheiten_wasser,hydro_plant_type_code,derived,"source code, verbatim",coded-value decode triple
mastr_einheiten_wasser,hydro_plant_type_label_de,derived,German label from the decode reference,coded-value decode triple
mastr_einheiten_wasser,last_updated_at,source_provided,typed cast + English business rename,mastr contract / business-name mapping
mastr_einheiten_wasser,latitude,source_provided,typed cast + English business rename,mastr contract / business-name mapping
mastr_einheiten_wasser,locality,source_provided,typed cast + English business rename,mastr contract / business-name mapping
mastr_einheiten_wasser,location_id,source_provided,typed cast + English business rename,mastr contract / business-name mapping
mastr_einheiten_wasser,longitude,source_provided,typed cast + English business rename,mastr contract / business-name mapping
mastr_einheiten_wasser,migration_absence_flag,source_provided,typed cast + English business rename,mastr contract / business-name mapping
mastr_einheiten_wasser,municipality,source_provided,typed cast + English business rename,mastr contract / business-name mapping
mastr_einheiten_wasser,municipality_key_ags,source_provided,typed cast + English business rename,mastr contract / business-name mapping
mastr_einheiten_wasser,operating_status,source_provided,typed cast + English business rename,mastr contract / business-name mapping
mastr_einheiten_wasser,operating_status_code,derived,"source code, verbatim",coded-value decode triple
mastr_einheiten_wasser,operating_status_label_de,derived,German label from the decode reference,coded-value decode triple
mastr_einheiten_wasser,operator_id,source_provided,typed cast + English business rename,mastr contract / business-name mapping
mastr_einheiten_wasser,planned_commissioning_date,source_provided,typed cast + English business rename,mastr contract / business-name mapping
mastr_einheiten_wasser,plant_name,source_provided,typed cast + English business rename,mastr contract / business-name mapping
mastr_einheiten_wasser,postcode,source_provided,typed cast + English business rename,mastr contract / business-name mapping
mastr_einheiten_wasser,previous_operator_id,source_provided,typed cast + English business rename,mastr contract / business-name mapping
mastr_einheiten_wasser,provisional_shutdown_start_date,source_provided,typed cast + English business rename,mastr contract / business-name mapping
mastr_einheiten_wasser,recommissioning_date,source_provided,typed cast + English business rename,mastr contract / business-name mapping
mastr_einheiten_wasser,registration_date,source_provided,typed cast + English business rename,mastr contract / business-name mapping
mastr_einheiten_wasser,remote_control_by_direct_marketer,source_provided,typed cast + English business rename,mastr contract / business-name mapping
mastr_einheiten_wasser,remote_control_by_direct_marketer_code,derived,"source code, verbatim",coded-value decode triple
mastr_einheiten_wasser,remote_control_by_direct_marketer_label_de,derived,German label from the decode reference,coded-value decode triple
mastr_einheiten_wasser,remote_control_by_grid_operator,source_provided,typed cast + English business rename,mastr contract / business-name mapping
mastr_einheiten_wasser,remote_control_by_grid_operator_code,derived,"source code, verbatim",coded-value decode triple
mastr_einheiten_wasser,remote_control_by_grid_operator_label_de,derived,German label from the decode reference,coded-value decode triple
mastr_einheiten_wasser,source_record_id,derived,natural key or deterministic composite,silver governance
mastr_einheiten_wasser,source_system,derived,constant per source,silver governance
mastr_einheiten_wasser,system_status,source_provided,typed cast + English business rename,mastr contract / business-name mapping
mastr_einheiten_wasser,system_status_code,derived,"source code, verbatim",coded-value decode triple
mastr_einheiten_wasser,system_status_label_de,derived,German label from the decode reference,coded-value decode triple
mastr_einheiten_wasser,unit_id,source_provided,typed cast + English business rename,mastr contract / business-name mapping
mastr_einheiten_wasser,unit_name,source_provided,typed cast + English business rename,mastr contract / business-name mapping
mastr_einheiten_wind,Adresszusatz,source_provided,typed cast,mastr contract / business-name mapping
mastr_einheiten_wind,AnschlussAnHoechstOderHochSpannung,source_provided,typed cast,mastr contract / business-name mapping
mastr_einheiten_wind,AuflageAbschaltungLeistungsbegrenzung,source_provided,typed cast,mastr contract / business-name mapping
mastr_einheiten_wind,AuflagenAbschaltungEiswurf,source_provided,typed cast,mastr contract / business-name mapping
mastr_einheiten_wind,AuflagenAbschaltungSchallimmissionsschutzNachts,source_provided,typed cast,mastr contract / business-name mapping
mastr_einheiten_wind,AuflagenAbschaltungSchallimmissionsschutzTagsueber,source_provided,typed cast,mastr contract / business-name mapping
mastr_einheiten_wind,AuflagenAbschaltungSchattenwurf,source_provided,typed cast,mastr contract / business-name mapping
mastr_einheiten_wind,AuflagenAbschaltungSonstige,source_provided,typed cast,mastr contract / business-name mapping
mastr_einheiten_wind,AuflagenAbschaltungTierschutz,source_provided,typed cast,mastr contract / business-name mapping
mastr_einheiten_wind,Buergerenergie,source_provided,typed cast,mastr contract / business-name mapping
mastr_einheiten_wind,DatumDesBetreiberwechsels,source_provided,typed cast,mastr contract / business-name mapping
mastr_einheiten_wind,DatumRegistrierungDesBetreiberwechsels,source_provided,typed cast,mastr contract / business-name mapping
mastr_einheiten_wind,Einsatzverantwortlicher,source_provided,typed cast,mastr contract / business-name mapping
mastr_einheiten_wind,FlurFlurstuecknummern,source_provided,typed cast,mastr contract / business-name mapping
mastr_einheiten_wind,GebietNachDemFlaechenentwicklungsplanNordsee,source_provided,typed cast,mastr contract / business-name mapping
mastr_einheiten_wind,GebietNachDemFlaechenentwicklungsplanOstsee,source_provided,typed cast,mastr contract / business-name mapping
mastr_einheiten_wind,Gemarkung,source_provided,typed cast,mastr contract / business-name mapping
mastr_einheiten_wind,GroesseDerInAnspruchGenommenenFlaeche,source_provided,typed cast,mastr contract / business-name mapping
mastr_einheiten_wind,Hausnummer,source_provided,typed cast,mastr contract / business-name mapping
mastr_einheiten_wind,HausnummerNichtGefunden,source_provided,typed cast,mastr contract / business-name mapping
mastr_einheiten_wind,Hausnummer_nv,source_provided,typed cast,mastr contract / business-name mapping
mastr_einheiten_wind,Kraftwerksnummer_nv,source_provided,typed cast,mastr contract / business-name mapping
mastr_einheiten_wind,Nachtkennzeichnung,source_provided,typed cast,mastr contract / business-name mapping
mastr_einheiten_wind,NetzbetreiberpruefungDatum,source_provided,typed cast,mastr contract / business-name mapping
mastr_einheiten_wind,NetzbetreiberpruefungStatus,source_provided,typed cast,mastr contract / business-name mapping
mastr_einheiten_wind,Rotorblattenteisungssystem,source_provided,typed cast,mastr contract / business-name mapping
mastr_einheiten_wind,Strasse,source_provided,typed cast,mastr contract / business-name mapping
mastr_einheiten_wind,StrasseNichtGefunden,source_provided,typed cast,mastr contract / business-name mapping
mastr_einheiten_wind,UeberwiegendeNutzungsartDerFlaecheVorErrichtung,source_provided,typed cast,mastr contract / business-name mapping
mastr_einheiten_wind,VorherigerNutzungsartenbereichDerFlaeche,source_provided,typed cast,mastr contract / business-name mapping
mastr_einheiten_wind,Weic,source_provided,typed cast,mastr contract / business-name mapping
mastr_einheiten_wind,WeicDisplayName,source_provided,typed cast,mastr contract / business-name mapping
mastr_einheiten_wind,Weic_nv,source_provided,typed cast,mastr contract / business-name mapping
mastr_einheiten_wind,_silver_loaded_at,derived,current_timestamp() at write,silver governance
mastr_einheiten_wind,_silver_run_id,derived,the Silver run id,silver governance
mastr_einheiten_wind,ags_code,derived,curated / prefix attribution to the Bundesland AGS,"geography attribution, Bundesland level"
mastr_einheiten_wind,ags_level,derived,geography level achieved (bundesland),geography attribution limit
mastr_einheiten_wind,ags_method,derived,attribution method (city_lookup / ags_prefix / bundesland_code),geography attribution
mastr_einheiten_wind,authorisation_id,source_provided,typed cast + English business rename,mastr contract / business-name mapping
mastr_einheiten_wind,capacity_gross_kw,source_provided,typed cast + English business rename,mastr contract / business-name mapping
mastr_einheiten_wind,capacity_net_kw,source_provided,typed cast + English business rename,mastr contract / business-name mapping
mastr_einheiten_wind,commissioning_date,source_provided,typed cast + English business rename,mastr contract / business-name mapping
mastr_einheiten_wind,country,source_provided,typed cast + English business rename,mastr contract / business-name mapping
mastr_einheiten_wind,distance_to_coast_km,source_provided,typed cast + English business rename,mastr contract / business-name mapping
mastr_einheiten_wind,district,source_provided,typed cast + English business rename,mastr contract / business-name mapping
mastr_einheiten_wind,ecosystem,derived,source_ecosystem_map.yml at the Silver boundary,provenance standard
mastr_einheiten_wind,eeg_support_id,source_provided,typed cast + English business rename,mastr contract / business-name mapping
mastr_einheiten_wind,energy_carrier,source_provided,typed cast + English business rename,mastr contract / business-name mapping
mastr_einheiten_wind,federal_state,source_provided,typed cast + English business rename,mastr contract / business-name mapping
mastr_einheiten_wind,federal_state_code,derived,"source code, verbatim",coded-value decode triple
mastr_einheiten_wind,federal_state_label_de,derived,German label from the decode reference,coded-value decode triple
mastr_einheiten_wind,feed_in_type,source_provided,typed cast + English business rename,mastr contract / business-name mapping
mastr_einheiten_wind,feed_in_type_code,derived,"source code, verbatim",coded-value decode triple
mastr_einheiten_wind,feed_in_type_label_de,derived,German label from the decode reference,coded-value decode triple
mastr_einheiten_wind,final_decommissioning_date,source_provided,typed cast + English business rename,mastr contract / business-name mapping
mastr_einheiten_wind,generation_technology,source_provided,typed cast + English business rename,mastr contract / business-name mapping
mastr_einheiten_wind,generation_technology_code,derived,"source code, verbatim",coded-value decode triple
mastr_einheiten_wind,generation_technology_label_de,derived,German label from the decode reference,coded-value decode triple
mastr_einheiten_wind,hub_height_m,source_provided,typed cast + English business rename,mastr contract / business-name mapping
mastr_einheiten_wind,last_updated_at,source_provided,typed cast + English business rename,mastr contract / business-name mapping
mastr_einheiten_wind,latitude,source_provided,typed cast + English business rename,mastr contract / business-name mapping
mastr_einheiten_wind,locality,source_provided,typed cast + English business rename,mastr contract / business-name mapping
mastr_einheiten_wind,location_id,source_provided,typed cast + English business rename,mastr contract / business-name mapping
mastr_einheiten_wind,longitude,source_provided,typed cast + English business rename,mastr contract / business-name mapping
mastr_einheiten_wind,manufacturer,source_provided,typed cast + English business rename,mastr contract / business-name mapping
mastr_einheiten_wind,migration_absence_flag,source_provided,typed cast + English business rename,mastr contract / business-name mapping
mastr_einheiten_wind,model_designation,source_provided,typed cast + English business rename,mastr contract / business-name mapping
mastr_einheiten_wind,municipality,source_provided,typed cast + English business rename,mastr contract / business-name mapping
mastr_einheiten_wind,municipality_key_ags,source_provided,typed cast + English business rename,mastr contract / business-name mapping
mastr_einheiten_wind,offshore_sea_area,source_provided,typed cast + English business rename,mastr contract / business-name mapping
mastr_einheiten_wind,offshore_sea_area_code,derived,"source code, verbatim",coded-value decode triple
mastr_einheiten_wind,offshore_sea_area_label_de,derived,German label from the decode reference,coded-value decode triple
mastr_einheiten_wind,operating_status,source_provided,typed cast + English business rename,mastr contract / business-name mapping
mastr_einheiten_wind,operating_status_code,derived,"source code, verbatim",coded-value decode triple
mastr_einheiten_wind,operating_status_label_de,derived,German label from the decode reference,coded-value decode triple
mastr_einheiten_wind,operator_id,source_provided,typed cast + English business rename,mastr contract / business-name mapping
mastr_einheiten_wind,planned_commissioning_date,source_provided,typed cast + English business rename,mastr contract / business-name mapping
mastr_einheiten_wind,postcode,source_provided,typed cast + English business rename,mastr contract / business-name mapping
mastr_einheiten_wind,previous_operator_id,source_provided,typed cast + English business rename,mastr contract / business-name mapping
mastr_einheiten_wind,provisional_shutdown_start_date,source_provided,typed cast + English business rename,mastr contract / business-name mapping
mastr_einheiten_wind,recommissioning_date,source_provided,typed cast + English business rename,mastr contract / business-name mapping
mastr_einheiten_wind,registration_date,source_provided,typed cast + English business rename,mastr contract / business-name mapping
mastr_einheiten_wind,remote_control_by_direct_marketer,source_provided,typed cast + English business rename,mastr contract / business-name mapping
mastr_einheiten_wind,remote_control_by_direct_marketer_code,derived,"source code, verbatim",coded-value decode triple
mastr_einheiten_wind,remote_control_by_direct_marketer_label_de,derived,German label from the decode reference,coded-value decode triple
mastr_einheiten_wind,remote_control_by_grid_operator,source_provided,typed cast + English business rename,mastr contract / business-name mapping
mastr_einheiten_wind,remote_control_by_grid_operator_code,derived,"source code, verbatim",coded-value decode triple
mastr_einheiten_wind,remote_control_by_grid_operator_label_de,derived,German label from the decode reference,coded-value decode triple
mastr_einheiten_wind,rotor_diameter_m,source_provided,typed cast + English business rename,mastr contract / business-name mapping
mastr_einheiten_wind,source_record_id,derived,natural key or deterministic composite,silver governance
mastr_einheiten_wind,source_system,derived,constant per source,silver governance
mastr_einheiten_wind,system_status,source_provided,typed cast + English business rename,mastr contract / business-name mapping
mastr_einheiten_wind,system_status_code,derived,"source code, verbatim",coded-value decode triple
mastr_einheiten_wind,system_status_label_de,derived,German label from the decode reference,coded-value decode triple
mastr_einheiten_wind,unit_id,source_provided,typed cast + English business rename,mastr contract / business-name mapping
